,Name,CID,Melting Point
22816,Vinyl cyclohexene dioxide,[7833],-164°F
22817,Vinyl fluoride,[6339],-257°F
22818,Vinylidene chloride,[6366],-189°F
22819,Vinylidene fluoride,[6369],-227°F
22820,Warfarin,[54678486],322°F
22821,o-Xylene,[7237],-13°F
22822,m-Xylene,[7929],-54°F
22823,p-Xylene,[7809],56°F
22824,"m-Xylene-alpha,alpha'-diamine",[15133],58°F
22825,Xylidine,[56846457],-33°F
22826,Yttrium,[23993],2732°F
22827,Zinc chloride fume,[5727],554°F
22828,Zinc oxide,[14806],3587°F
22829,Zinc stearate,[11178],266°F
22830,Zirconium compounds (as Zr),[23995],3375°F
22831,Azinphos-methyl,[2268],163°F
22832,Phenyl ether-biphenyl mixture (vapor),[24670],54°F
22833,,[36383],95.5 °C
22834,,[26541],163.0 °C
22835,,[8317],492.5 °C
22836,,[74370],244.0 °C
22837,,[16949],-37.0 °C
22838,,"[2724361, 15939117]",245.0 °C
22839,,[31416],218.0 °C
22840,,[9959038],213.5 °C
22841,,[9620],-143.2 °C
22842,,[61105],-82.6 °C
22843,,[61107],101.3 °C
22844,,[11638],-141.8 °C
22845,,[9890],-84.0 °C
22846,,[12983],-50.0 °C
22847,,[84238],104.0 °C
22848,,[74537],91.5 °C
22849,,[2724360],287.5 °C
22850,,[69762],110.0 °C
22851,,[237296],120.0 °C
22852,,[1268076],186.0 °C
22853,,[4269754],111.5 °C
22854,,[4842634],151.0 °C
22855,,[135431278],172.5 °C
22856,,[6994564],143.0 °C
22857,,[12305916],205.0 °C
22858,,[12444612],244.5 °C
22859,,[23674402],29.8 °C
22860,"1,5-Pentanediol",[8105],-18 °C
22861,Dipropyl isocinchomeronate,[8693],Liquid at room temperature
22862,Propionyl chloride,[62324],-94 °C
22863,N-Bromosuccinimide,[67184],173-175 °C (slight decomposition)
22864,Ethyl phenylacetate,[7590],-29.4 °C
22865,Phenyl 2-propanone,[7678],-15.3 °C
22866,Benzophenone-2,[8571],198.8 °C
22867,Benzyl salicylate,[8363],24 °C
22868,P-NITROCHLOROBENZENE,[7474],182°F
22869,P-NITROANILINE,[7475],295°F
22870,TEREPHTHALIC ACID,[7489],sublimes
22871,NITROUS OXIDE,[948],132°F
22872,SULFUR MONOCHLORIDE,[24807],-112°F
22873,OZONE,[24823],-315°F
22874,HYDROGEN BROMIDE,[260],-124°F
22875,DIETHYLAMINOETHANOL (2-DIETHYLAMINOETHANOL),[7497],-94°F
22876,4-VINYL CYCLOHEXENE,[7499],-150°F
22877,ETHYL BENZENE,[7500],-139°F
22878,STYRENE (VINYL BENZENE; PHENYLETHYLENE),[7501],-23°F
22879,BENZYL CHLORIDE,[7503],-38°F
22880,CHLORINE DIOXIDE,[24870],-74°F
22881,MONOMETHYL ANILINE (N-METHYLANILINE),[7515],-71°F
22882,PHENYLHYDRAZINE,[7516],67°F
22883,NITRIC OXIDE,[145068],-263°F
22884,NITROGEN DIOXIDE,[3032552],15°F
22885,"4,4'-METHYLENE BIS(2-CHLOROANILINE)",[7543],210-225°F
22886,"METHYLENE BISPHENYL ISOCYANATE (MDI; 4,4-DIPHENYLMETHANE DIISOCYANATE)",[7570],99°F
22887,METHYLENEDIANILINE (4-4'-METHYLENEDIANILINE; MDA),[7577],198°F
22888,PHENYL ETHER (VAPOR),[7583],82°F
22889,DICYCLOPENTADIENYL IRON,"[7611, 504306, 21938862, 23616435, 25199998]",343°F
22890,TRIETHANOLAMINE,[7618],70.9°F
22891,BORON TRIBROMIDE,[25134],-51°F
22892,SEC-BUTYL ACETATE,[7758],-100°F
22893,CAPROLACTAM,[7768],156°F
22894,BENZYL ALCOHOL,[244],4.5°F
22895,ETHYL BUTYL KETONE (3-HEPTANONE),[7802],-38°F
22896,"P-XYLENE-⍺,⍺'-DIAMINE",[68315],143°F
22897,P-DICHLOROBENZENE,[4685],128°F
22898,P-CHLOROANILINE,[7812],162.5°F
22899,P-TOLUIDINE,[7813],112°F
22900,P-PHENYLENEDIAMINE,[7814],295°F
22901,VINYL CYCLOHEXENE DIOXIDE,[7833],<-67°F
22902,"EPICHLOROHYDRIN (1-CHLORO-2,3-EPOXYPROPANE)",[7835],-54°F
22903,ALLYL GLYCIDYL ETHER† (AGE),[7838],-148°F [forms glass]
22904,"ETHYLENE DIBROMIDE (1,2-DIBROMOETHANE)",[7839],50°F
22905,BUTANE,[7843],-217°F
22906,"BUTADIENE (1,3-BUTADIENE)",[7845],-164°F
22907,ACROLEIN,[7847],-126°F
22908,ALLYL CHLORIDE,[7850],-210°F
22909,"ETHYLENE DICHLORIDE (1,2-DICHLOROETHANE)",[11],-32°F
22910,ETHYLENE CHLOROHYDRIN (2-CHLOROETHANOL),[34],-90°F
22911,ACRYLONITRILE (VINYL CYANIDE),[7855],-116°F
22912,"ETHYLENEDIAMINE (1,2-DIAMINOETHANE)",[3301],47°F
22913,ALLYL ALCOHOL,[7858],-200°F
22914,PROPARGYL ALCOHOL,[7859],-62°F
22915,CHLOROACETALDEHYDE (2-CHLOROETHANAL),[33],3°F (40% solution)
22916,ETHYLENE GLYCOL,[174],9°F
22917,GLYOXAL,[7860],59°F
22918,CHLOROMETHYL METHYL ETHER,[7864],-154°F
22919,METHYL FORMATE,[7865],-148°F
22920,HEXYLENE GLYCOL,[7870],-58°F (sets to glass)
22921,TETRAETHYL PYROPHOSPHATE (TEPP),[7873],32°F
22922,2-METHYLPENTANE,[7892],-245 to -148°F
22923,2-PENTANONE (METHYL PROPYL KETONE),[7895],-108°F
22924,1-METHOXY-2-PROPANOL,[7900],-139°F (sets to glass)
22925,1-NITROPROPANE,[7903],-162°F
22926,VINYL ACETATE,[7904],-136°F
22927,HEXONE (METHYL ISOBUTYL KETONE; MIBK),[7909],-120.5°F
22928,METHYL ISOBUTYL CARBINOL (METHYL AMYL ALCOHOL),[7910],-130°F
22929,DIISOPROPYLAMINE,[7912],-78°F
22930,ISOPROPYL ETHER,[7914],-123°F
22931,ISOPROPYL ACETATE,[7915],-100.1°F
22932,ACETIC ANHYDRIDE,[7918],-99°F
22933,MALEIC ANHYDRIDE,[7923],127°F
22934,M-TOLUIDINE,[7934],-23°F
22935,"M-PHENYLENEDIAMINE (1,3-PHENYLENEDIAMINE)",[7935],145-147°F
22936,RESORCINOL,[5054],228-232°F
22937,"DIISOBUTYL KETONE (2,6-DIMETHYL-4-HEPTANONE)",[7958],-51.5°F
22938,SEC-HEXYL ACETATE,[7959],-83°F
22939,METHYLCYCLOHEXANE,[7962],-196°F
22940,TOLUENE,[1140],-139°F
22941,CHLOROBENZENE,[7964],-50°F
22942,CYCLOHEXYLAMINE,[7965],0.1°F
22943,CYCLOHEXANOL,[7966],77°F
22944,CYCLOHEXANONE,[7967],-49°F
22945,PHENOL,[996],109°F
22946,PHENYL MERCAPTAN,[7969],5.4°F
22947,N-PROPYL ACETATE,[7997],-134°F
22948,PENTANE,[8003],-202°F
22949,BUTYLAMINE,[8007],-58°F
22950,BUTYL MERCAPTAN (BUTANETHIOL),[8012],176.2°F
22951,2-METHOXYETHANOL (METHYL CELLOSOLVE),[8019],-121°F
22952,METHYLAL (DIMETHOXY-METHANE) (DIMETHOXYMETHANE),[8020],-157°F
22953,DIETHYLAMINE,[8021],-58°F
22954,ETHYL FORMATE,[8025],-113°F
22955,TETRAHYDROFURAN,[8028],-163.3°F
22956,METHYL ISOAMYL KETONE,[8034],-101°F
22957,ISOBUTYL ACETATE,[8038],-145°F
22958,METHYL (N-AMYL) KETONE,[8051],-32°F
22959,2-METHOXYETHYL ACETATE (METHYL CELLOSOLVE ACETATE; ETHYLENE GLYCOL METHYL ACETATE),[8054],-85°F
22960,HEXANE (N-HEXANE),[8058],-219°F
22961,N-VALERALDEHYDE,[8063],-132.7°F
22962,2-ETHOXYETHANOL (CELLOSOLVE; GLYCOL MONOETHYL ETHER),[8076],-94°F
22963,CYCLOHEXANE,[8078],44°F
22964,CYCLOHEXENE,[8079],-154°F
22965,PYRIDINE,[1049],-44°F
22966,MORPHOLINE,[8083],23.2°F
22967,"CHLORODIPHENYL, 54% CHLORINE (PCB)",[40470],50°F
22968,2-ETHOXYETHYL ACETATE (CELLOSOLVE ACETATE),[8095],-79°F
22969,GLUTARALDEHYDE,[3485],7°F
22970,DIETHYLENETRIAMINE,[8111],-38°F
22971,DIETHANOLAMINE,[8113],82°F
22972,DICHLOROETHYL ETHER,[8115],-58°F
22973,OCTANE,[356],-70°F
22974,ADIPONITRILE,[8128],34°F
22975,2-BUTOXYETHANOL,[8133],-107°F
22976,NONANE,[8141],-60°F
22977,2-BUTOXYETHYL ACETATE (BUTYL CELLOSOLVE ACETATE),[8160],-82°F
22978,DODECYLMERCAPTAN,[8195],19°F
22979,COUMAPHOS (CO-RAL),[2871],196°F
22980,PROPOXUR,[4944],187-197°F
22981,PROPYLENE,[8252],-301.4°F
22982,ENDOSULFAN,[3224],223°F
22983,PENTAERYTHRITOL,[8285],500°F (sublimes)
22984,TRIPHENYL PHOSPHATE,[8289],122-124°F
22985,TETRAFLUOROETHYLENE,[8301],-224.5°F
22986,DI-SEC OCTYL PHTHALATE (DI(2-ETHYLHEXYL) PHTHALATE),[8343],-58°F
22987,"1,3-DICHLORO-5,5-DIMETHYL HYDANTOIN",[8360],270°F
22988,HEXACHLOROBENZENE,[8370],441-444°F
22989,"2,4,6-TRINITROTOLUENE",[8376],177.6°F
22990,O-DIANISIDINE,[8411],279°F
22991,O-TOLIDINE,[8413],264°F
22992,CYPERMETHRIN,[2912],158°F
22993,ASBESTOS - CROCIDOLITE,[86278622],1112°F (decomposes)
22994,ASBESTOS - CHRYSOTILE,[25477],1112°F (decomposes)
22995,"TUNGSTEN CARBIDE (CONTAINING >2% Co, as Co)",[2724274],4946-5126°F
22996,MANGANESE CYCLOPENTADIENYL TRICARBONYL (as Mn),[61551],167°F (sublimes)
22997,CATECHOL,[289],221°F
22998,"1,2,4-TRICHLOROBENZENE",[13],63°F
22999,"2,4-DINITROTOLUENE",[8461],158°F
23000,AMMONIUM CHLORIDE FUME,[25517],662°F (sublimes)
23001,TRIETHYLAMINE,[8471],-175°F
23002,TRIMETHYL PHOSPHITE,[8472],-108°F
23003,"N,N-DIMETHYLANILINE",[949],36°F
23004,MALATHION,[4004],37.1°F
23005,CYCLONITE (RDX),[8490],401°F
23006,DIPHENYLAMINE,[11487],127°F
23007,PHENYL GLYCIDYL ETHER (PGE),[31217],38°F
23008,DIPROPYL KETONE,[31246],-27°F
23009,HYDROQUINONE (DIHYDROXYBENZENE),[785],338°F
23010,DIACETONE ALCOHOL (4-HYDROXY-4-METHYL-2-PENTANONE),[31256],-47°F
23011,ISOAMYL ALCOHOL,[31260],-179°F
23012,N-BUTYL ACETATE,[31272],-107°F
23013,"DIOXANE (DIETHYLENE DIOXIDE) (1,4-DIOXANE)",[31275],53°F
23014,ISOAMYL ACETATE (ISOPENTYL ACETATE),[31276],-109°F
23015,ADIPIC ACID,[196],304°F
23016,"1,6-HEXANEDIAMINE",[16402],108°F
23017,CARBON DIOXIDE,[280],-109°F (sublimes)
23018,DIMETHYLAMINE (ANHYDROUS),[674],-134°F
23019,FERROVANADIUM (DUST),[14928220],2696-2768°F
23020,TRIBUTYL PHOSPHATE,[31357],<-112°F
23021,METHYL ACRYLONITRILE,[31368],-32.4°F
23022,"β-CHLOROPRENE (2-CHLORO-1,3-BUTADIENE)",[31369],-153°F
23023,PERCHLOROETHYLENE (TETRACHLOROETHYLENE),[31373],-2°F
23024,DIMETHYLACETAMIDE,[31374],-4°F
23025,"2,6-DI-TERT-BUTYL-P-CRESOL",[31404],158°F
23026,"XYLIDINE, ALL ISOMERS (DIMETHYLAMINOBENZENE)",[56846457],-33°F
23027,GALLIUM ARSENIDE,[14770],2260°F
23028,BORON OXIDE,[518682],842°F
23029,SODIUM TETRABORATE DECAHYDRATE,[16211214],167°F
23030,"BISMUTH TELLURIDE (Se DOPED, as Bi₂Te₃)",[6379155],1063°F
23031,"BISMUTH TELLURIDE (UNDOPED, as Bi₂Te₃)",[6379155],1063°F
23032,CALCIUM HYDROXIDE,[6093208],1076°F (decomposes) (loses H₂O)
23033,CALCIUM OXIDE,[14778],4662°F
23034,CADMIUM FUME (as Cd),[14782],2599°F
23035,TERBUFOS,[25670],-20.6°F
23036,IRON OXIDE FUME,[518696],2664°F
23037,POTASSIUM HYDROXIDE,[14797],680°F
23038,SODIUM HYDROXIDE,[14798],605°F
23039,DIMETHYLPHTHALATE,[8554],32°F
23040,CYHEXATIN,[6327054],383°F
23041,"ZINC OXIDE, DUST & FUME",[14806],3587°F
23042,"VANADIUM, RESPIRABLE DUST & FUME (as V₂O₅)",[14814],1274°F
23043,PHOSPHORUS PENTASULFIDE,[14817],527°F
23044,CALCIUM CARBONATE,[10112],1517-2442°F (decomposes)
23045,LIMESTONE (NATURALLY OCCURING),[10112],1517-2442°F (decomposes)
23046,PENTACHLORONAPHTHENE,[114760],248°F
23047,DIVINYL BENZENE,[66666],-125°F
23048,"SODIUM TETRABORATE, ANHYDROUS",[10219853],1366°F
23049,CAPTAN,[8606],352°F
23050,DI-N-HEXYL PHTHALATE,[6786],-72°F
23051,CARBON BLACK,[5462310],sublimes
23052,TETRACHLORONAPHTHALENE,[29910],360°F
23053,GYPSUM,[24928],262-325°F (loses H₂O)
23054,α-NAPHTHYLAMINE,[8640],122°F
23055,α-ALUMINA (ALUNDUM),[9989226],3632°F
23056,CALCIUM SILICATE,[14941],2804°F
23057,TITANIUM DIOXIDE,[26042],3326-3362°F
23058,TELLURIUM METAL & COMPOUNDS,[6327182],842°F
23059,N-PHENYL-β-NAPHTHYLAMINE,[8679],226°F
23060,CRAG® HERBICIDE (SESONE),[23690431],473°F (decomposes)
23061,THIRAM,[5455],312°F
23062,N-BUTYL LACTATE (BUTYL LACTATE),[8738],-45°F
23063,BENZYL ACETATE,[8785],-60.7°F
23064,ETHYL ACRYLATE,[8821],-96°F
23065,BUTYL ACRYLATE,[8846],-83°F
23066,ETHANOLAMINE (2-AMINOETHANOL),[700],51°F
23067,ETHYL ACETATE,[8857],117°F
23068,MESITYL OXIDE,[8858],-52°F
23069,PIPERAZINE DIHYDROCHLORIDE,[8893],635°F
23070,HEPTANE,[8900],-131°F
23071,OXALIC ACID,[971],372°F
23072,FERBAM,"[26710, 12891182, 86289068]",>356°F (decomposes)
23073,"M-XYLENE-⍺,⍺'-DIAMINE",[15133],58°F
23074,TALC (NOT CONTAINING ASBESTOS),[16211421],1700-1800°F
23075,2-ETHYLHEXANOIC ACID,[8697],-117°F
23076,4-METHOXYPHENOL,[9015],126.5°F
23077,ETHYLENEIMINE,[9033],-97°F
23078,HALOTHANE,[3562],-180°F
23079,DI-N-OCTYL PHTHALATE,[8346],-13°F
23080,CARBOFURAN,[2566],304°F
23081,ETHYLIDENE NORBORNENE,"[27756, 5365543, 5463081, 12456033, 129659218]",-112°F
23082,TERT-BUTYL METHYL ETHER (METHYL TERT-BUTYL ETHER),[15413],-164.2°F
23083,METHOMYL,"[4109, 5353758, 5360521]",172°F
23084,COBALT HYDROCARBONYL,[61848],-15°F
23085,DIMETHYLAMINOPROPYLNITRILE,[15615],-48°F
23086,BENOMYL,[28780],>572°F (decomposes)
23087,DI(ETHYLENE GLYCOL) ETHYL ETHER ACRYLATE,[81766],-86.8°F
23088,ATRAZINE,[2256],340°F
23089,PICLORAM,[15965],392°F (decomposes)
23090,DIBORANE,[6328200],-265°F
23091,2-CHLORO-6-(TRICHLOROMETHYL) PYRIDINE (NITRAPYRIN),[16004],145°F
23092,PENTABORANE,[15764013],-52°F
23093,O-CHLOROSTYRENE,[14906],-81.7°F
23094,OSMIUM TETROXIDE,[30318],105°F
23095,EPN,[16421],97°F
23096,METRIBUZIN,[30479],257°F
23097,CESIUM HYDROXIDE,[62750],522°F
23098,ALLYL PROPYL DISULFIDE,[16591],5°F
23099,CHRYSENE,[9171],489°F
23100,FENAMIPHOS,[31070],121°F
23101,CAPTAFOL,[17038],321°F (decomposes)
23102,"1,3,5-TRIGLYCIDYL-S-TRIAZINETRIONE",[17142],203-208°F
23103,DINITROTOLUENE,[11761],158°F
23104,SULFUR HEXAFLUORIDE,[17358],-83°F (sublimes)
23105,PLASTER OF PARIS,[3033839],325°F (loses H₂O)
23106,SODIUM AZIDE,[33557],527°F (decomposes to sodium and nitrogen)
23107,ISOOCTYL ALCOHOL,[15450],<212°F
23108,O-CHLOROBENZYLIDENE MALONONITRILE,[17604],203-205°F
23109,SULFURYL FLUORIDE,[17607],-212°F
23110,DIQUAT,[6795],<608°F (decomposes)
23111,CYCLOPENTANE,[9253],-137°F
23112,CHLORPYRIFOS,[2730],108°F
23113,CLOPIDOL,[18087],>608°F
23114,METHYL PARATHION,[4130],99°F
23115,PHORATE,[4790],-45°F
23116,DISULFOTON,[3118],-13°F
23117,RONNEL,[9298],106°F
23118,CRUFOMATE,[9300],140°F
23119,"DIMETHYL-1,2-DIBROMO-2,2-DICHLOROETHYL PHOSPHATE (NALED)",[4420],80°F
23120,HYDRAZINE,[9321],36°F
23121,ALDRIN,"[2087, 61103, 222548, 12310947, 24860538, 92535137, 101611446, 118701038]",219°F
23122,BROMACIL,[9411],317°F (sublimes)
23123,"1,5-NAPHTHENE DIISOCYANATE",[18503],261°F
23124,DIURON,[3120],316°F
23125,DIAZOMETHANE,[9550],-229°F
23126,TEMEPHOS (ABATE),[5392],87°F
23127,CARBONYL FLUORIDE,[9623],-173°F
23128,PERFLUOROISOBUTYLENE,[61109],-202°F
23129,DIGLYCIDYL ETHER OF BISPHENOL A,[2286],46-54°F
23130,SILICON CARBIDE,[9863],4892°F (sublimes)
23131,ISOPHORONE DIISOCYANATE,[169132],-76°F
23132,CROTONALDEHYDE,[447466],-101°F
23133,CYANAMIDE,[9864],113°F
23134,CYANOGEN,[9999],-18°F
23135,PARAQUAT (PARAQUAT DICHLORIDE),[15939],572°F (decomposes)
23136,FORMALDEHYDE,[712],-134°F
23137,FORMALIN (as FORMALDEHYDE),[712],-134°F
23138,BENZO[A]PYRENE,[2336],3497-3515°F
23139,2-AMINOPYRIDINE,[10439],137°F
23140,BIS-(2-CHLOROETHYL)SULFIDE,[10461],55-57°F
23141,CYANOGEN CHLORIDE,[10477],20°F
23142,ACETYLSALICYLIC ACID,[2244],275°F
23143,TETRANITROMETHANE,[10509],57.6°F
23144,METHYLENE BIS(4-CYCLOHEXYLISOCYANATE),[21202],<14°F
23145,TRICHLORPHON,[5853],181-183°F
23146,α-CHLOROACETOPHENONE (PHENACYL CHLORIDE; 2-CHLOROACETOPHENONE),[10757],134°F
23147,"CHLORODIPHENYL, 42% CHLORINE (PCB)",[17097],-2°F
23148,2-ACETYLAMINOFLUORENE,[5897],381°F
23149,"1,2-DICHLOROETHYLENE, MIXED ISOMERS (ACETYLENE DICHLORIDE)",[10900],-57 to -115°F
23150,NICOTINE,[89594],-110°F
23151,ETHYL AMYL KETONE (5-METHYL-3-HEPTANONE),[246728],-70°F
23152,"1,3-DICHLOROPROPENE",[24726],-119°F
23153,CYCLOPENTADIENE,[7612],-121°F
23154,MAGNESITE,[11029],662°F (decomposes)
23155,TRIMELLITIC ANHYDRIDE,[11089],329-336°F
23156,FENTHION,[3346],43°F
23157,NITROGLYCERIN,[4510],56°F
23158,"GLYCIDOL(2,3-EPOXY-1-PROPANOL)",[11164],-49°F
23159,ZINC STEARATE,[11178],266°F
23160,CARBON TETRABROMIDE,[11205],194°F
23161,ACRIDINE,[9215],225-230°F
23162,ETHION,[3286],9-10°F
23163,METHYL ISOPROPYL KETONE,[11251],-134°F
23164,PARATHION,[991],43°F
23165,BENZ[A]ANTHRACENE,[5954],315-318°F
23166,GLYCERINE (MIST),[753],64°F
23167,SULFUR PENTAFLUORIDE,[62586],-134°F
23168,"1,1-DIMETHYLHYDRAZINE",[5976],-72°F
23169,STRYCHNINE,[441071],514°F
23170,SUCROSE,[5988],320-367°F (decomposes)
23171,β-PROPIOLACTONE,[2365],-28°F
23172,CHLORDANE,"[5993, 11954021, 12303031, 24860539, 134687881]",217-228°F
23173,O-METHYLCYCLOHEXANONE,[11419],6.8°F
23174,"2,4-TOLUENE-DIISOCYANATE",[11443],67.1-70.7°F
23175,LINDANE,[727],235°F
23176,2-HEXANONE (METHYL N-BUTYL KETONE; METHYL BUTYL KETONE),[11583],-71°F
23177,1-HEXENE,[11597],-219.6°F
23178,METHYL ACETYLENE-PROPADIENE MIXTURE (MAPP),[62152],-213°F
23179,VINYL BROMIDE,[11641],-219°F
23180,4-DIMETHYLAMINOAZOBENZENE,[6053],232°F
23181,ETHYL ETHER (DIETHYL ETHER),[3283],-177°F
23182,METHYL HYDRAZINE (MONOMETHYL HYDRAZINE),[6061],-62.3°F
23183,"2,6-DINITROTOLUENE",[11813],151°F
23184,AMITROLE,[1639],318°F
23185,METHYL ISOCYANATE,[12228],-112°F
23186,"1,1-DIMETHYLPROPYLACETATE",[12238],>-148°F
23187,ANILINE,[6115],21°F
23188,THIOUREA,[2723790],349-352°F
23189,M-PHTHALODINITRILE,[12276],324°F (sublimes)
23190,SEC-AMYL ACETATE,[12278],-95.44°F
23191,DICHLORVOS (DDVP),[3039],183°F
23192,SODIUM FLUOROACETATE,[16212360],392°F (decomposes)
23193,N-AMYL ACETATE (PENTYL ACETATE),[12348],-95°F
23194,ETHYLENE GLYCOL DINITRATE,[40818],-8°F
23195,CARBON MONOXIDE (and CO by COHb),[281],-337°F
23196,CARBARYL,[6129],293°F
23197,ETHYL-TERT-BUTYL ETHER,[12512],-137°F
23198,FORMIC ACID,[284],20°F (90% solution)
23199,ACETIC ACID,[176],62°F
23200,"1,2-PROPYLENE GLYCOL DINITRATE",[22933],18°F
23201,METHYL ALCOHOL (METHANOL),[887],-144°F
23202,ISOPROPYL ALCOHOL (2-PROPANOL),[3776],-127°F
23203,ACETONE,[180],-137°F
23204,CHLOROFORM (TRICHLOROMETHANE),[6212],-82°F
23205,HEXACHLOROETHANE,[6214],368.2°F (sublimes)
23206,HEXAMETHYL PHOSPHORAMIDE,[12679],43°F
23207,THIOGLYCOLIC ACID,[1133],2.3°F
23208,DIMETHYLFORMAMIDE,[6228],-78°F
23209,METHYL SILICATE,[12682],28°F
23210,HEXAFLUOROACETONE,[12695],-188°F
23211,MONOCROTOPHOS,[5371562],129°F
23212,N-PROPYL ALCOHOL (N-PROPANOL),[1031],-196°F
23213,N-BUTYL ALCOHOL (N-BUTANOL),[263],-129°F
23214,BENZENE,[241],41.9°F
23215,"METHYL CHLOROFORM (1,1,1-TRICHLOROETHANE)",[6278],-26.5°F
23216,ENDRIN,"[3048, 12358480, 12358497, 46174049, 71312306, 101260859, 134687884]",473°F (decomposes)
23217,METHOXYCHLOR,[4115],171°F
23218,SULFOMETURON-METHYL,[52997],397.4-401°F
23219,"ALUMINUM, METAL (as Al)",[5359268],1220°F
23220,"LEAD, INORGANIC (as Pb)",[5352425],621.5°F
23221,"MANGANESE, COMPOUNDS & FUME (as Mn)",[23930],2271°F
23222,NITROGEN TRICHLORIDE,[61437],-40°F
23223,MERCURY (ARYL & INORGANIC COMPOUNDS),[23931],-38°F
23224,MERCURY (VAPOR),[23931],-38°F
23225,"MOLYBDENUM, DUST & INSOLUBLE COMPOUNDS (as Mo)",[23932],4752°F
23226,"MOLYBDENUM, SOLUBLE COMPOUNDS",[23932],4752°F
23227,DIMETHOATE,[3082],125°F
23228,"NICKEL, SOLUBLE COMPOUNDS",[935],2831°F
23229,PLATINUM METAL,[23939],3222°F
23230,DIMETHYL ADIPATE,[12329],46.4°F
23231,SILICON,[5461123],2570°F
23232,DIPROPYL DISULFIDE,[12377],-122.1°F
23233,"SILVER, METAL & SOLUBLE COMPOUNDS (as Ag)",[23954],1763.5°F
23234,"TANTALUM, METAL & OXIDE",[23956],5425°F
23235,"THALLIUM, SOLUBLE COMPOUNDS",[5359464],302°F
23236,"TIN, INORGANIC COMPOUNDS (EXCEPT OXIDES) (as Sn)",[5352426],449°F
23237,ANTIMONY & COMPOUNDS (as Sb),[5354495],1166°F
23238,"BARIUM, SOLUBLE COMPOUNDS (EXCEPT BARIUM SULFATE)",[5355457],1337°F
23239,BERYLLIUM & COMPOUNDS (as Be),[5460467],2349°F
23240,CADMIUM,[23973],610°F
23241,"CHROMIUM, METAL & INSOLUBLE SALTS (as Cr)",[23976],3452°F
23242,CHROMIUM(II) COMPOUNDS (as Cr),[23976],3452°F
23243,CHROMIUM(III) COMPOUNDS (as Cr),[23976],3452°F
23244,"COBALT METAL, DUST & FUME (as Co)",[104730],2719°F
23245,2-METHYLNAPHTHALENE,[7055],94.3°F
23246,HAFNIUM & COMPOUNDS,[23986],4041°F
23247,"URANIUM, SOLUBLE COMPOUNDS",[23989],2075°F
23248,YTTRIUM,[23993],2732°F
23249,ZIRCONIUM COMPOUNDS (as Zr),[23995],3375°F
23250,INDIUM COMPOUNDS (as In),[5359967],314°F
23251,SULFUR DIOXIDE,[1119],-104°F
23252,METHYL BROMIDE,[6323],-137°F
23253,ETHYLENE,[6325],-272.4°F
23254,METHYL CHLORIDE,[6327],-144°F
23255,METHYL IODIDE,[6328],-88°F
23256,METHYLAMINE,[6329],-136°F
23257,HYDROGEN CYANIDE,[768],7°F (96%)
23258,METHYL MERCAPTAN (METHANETHIOL),[878],-189.4°F
23259,ETHYL BROMIDE,[6332],-182°F
23260,CHLOROBROMOMETHANE,[6333],-124°F
23261,PROPANE,[6334],-306°F
23262,METHYL ACETYLENE (PROPYNE),[6335],-153°F
23263,ETHYL CHLORIDE,[6337],-218°F
23264,VINYL CHLORIDE (CHLOROETHYLENE),[6338],-256°F
23265,VINYL FLUORIDE,[6339],-257°F
23266,ETHYLAMINE,[6341],-114°F
23267,ACETONITRILE,[6342],-49°F
23268,ACETALDEHYDE,[177],-190°F
23269,ETHYL MERCAPTAN (ETHANETHIOL),[6343],-234°F
23270,METHYLENE CHLORIDE (DICHLOROMETHANE),[6344],-139°F
23271,FORMAMIDE,[713],37°F
23272,CARBON DISULFIDE,[6348],-169°F
23273,ETHYLENE OXIDE,[6354],-171°F
23274,BROMOFORM,[5558],47°F
23275,ISOBUTANE,[6360],-216.9°F
23276,ISOPROPYLAMINE,[6363],-150°F
23277,"1,1-DICHLOROETHANE (ETHYLIDENE CHLORIDE)",[6365],-143°F
23278,VINYLIDENE CHLORIDE,[6366],-188.5°F
23279,VINYLIDENE FLUORIDE,[6369],-227°F
23280,DICHLOROMONOFLUOROMETHANE,[6370],-211°F
23281,PHOSGENE (CARBONYL CHLORIDE),[6371],-180°F
23282,CHLORODIFLUOROMETHANE,[6372],-231°F
23283,IODOFORM,[6374],246°F
23284,TRIMETHYLAMINE,[1146],-179°F
23285,NITROMETHANE,[6375],-20°F
23286,IODINE,[807],236°F
23287,PROPYLENE IMINE,[6377],-85°F
23288,"PROPYLENE OXIDE (1,2-EPOXYPROPANE)",[6378],-170°F
23289,DIFLUORODIBROMOMETHANE,[6382],-231°F
23290,TRIFLUOROBROMOMETHANE,[6384],-267°F
23291,TERT-BUTYL ALCOHOL (TERT-BUTANOL),[6386],78°F
23292,FLUOROTRICHLOROMETHANE (TRICHLOROFLUOROMETHANE),[6389],-168°F
23293,DICHLORODIFLUOROMETHANE,[6391],-252°F
23294,DICHLOROACETYLENE,[24227],-58 to -87°F
